5_0_5A	5 Avenue Rd	Eglinton Stn	Queen's Park	5A Queen's Park	N/A
49_1_49	49 Bloor West	Kipling Stn	Markland Dr/Mill Rd	49 Markland Wood	N/A
50_0_50	50 Burnhamthrope 	Mill Rd/Burnhamthrope	Islington Stn	50 Islington Stn	N/A
50_1_50	50 Burnhamthrope 	Islington Stn	Mill Rd/Burnhamthrope	50 Mill Rd Loop	N/A
50_0_MMIS	50 Burnhamthrope 	Silverthrone C. I	Islington Stn	50 Islington Stn	School Trip
51_0_51	51 Leslie	Freshmeadow Dr/Don Mills (Steeles)	Eglinton Stn	51 Eglinton Stn	N/A
51_1_51	51 Leslie 	Eglinton Stn	Freshmeadow Dr/Don Mills (Steeles)	51 Steeles	N/A
52_0_52A	52 Lawrence West 	Pearson Airport (Terminal 3)	Lawrence Stn	52 Lawrence Stn	via Lawrence West Stn
52_1_52A	52 Lawrence West 	Lawrence Stn	Pearson Airport (Terminal 3)	52A Pearson Airport	via Lawrence West Stn
52_0_52B	52 Lawrence West 	Westwood Mall	Lawrence Stn	52 Lawrence Stn	via Lawrence West Stn
52_1_52B	52 Lawrence West 	Lawrence Stn	Westwood Mall	52B Westwood	via Lawrence West Stn
52_0_52D	52 Lawrence West 	Victory Cres/McNaughton	Lawrence Stn	52 Lawrence Stn	via Lawrence West Stn
52_1_52D	52 Lawrence West 	Lawrence Stn	Victory Cres/McNaughton	52D McNaughton 	via Lawrence West Stn
52_0_52F	52 Lawrence West	Royal York Rd	Lawrence Stn	52 Lawrence Stn	via Lawrence West Stn
52_1_52F	52 Lawrence West	Lawrence Stn	Royal York Rd	52F Royal York	via Lawrence West Stn
52_0_52G	52 Lawrence West 	Martin Grove/Tollington	Lawrence West Stn	52G Lawrence West Stn	N/A
52_1_52G	52 Lawrence West	Lawrence Stn	Martin Grove/Tollington	52G Martin Grove	N/A
52_0_52Gcon	52 Lawrence West 	Martin Grove/Tollington	Lawrence Stn	52 Lawrence Stn	N/A
52_1_52Gcon	52 Lawrence West	Lawrence Stn	Martin Grove/Tollington	52G Martin Grove	N/A
52_1_ba52B	52 Lawrence West 	Bathurst Street	Westwood Mall	52 Westwood	bypassing Lawrence West Stn
52_1_yg52D	52 Lawrence West	Lorindale Ave (Yonge St)	McNaughton 	52D McNaughton 	bypassing Lawrence West Stn
52_0_TOLS	52 Lawrence West 	Martin Grove/Tollington	Lawrence Stn	52 Lawrence Stn	via Lawrence West stn
52_0_WELS	52 Lawrence West	Weston Rd	Lawrence Stn	52 Lawrence Stn	via Lawrence West stn
52_1_WELS	52 Lawrence West	Lawrence Stn	Weston Rd	52S Weston Rd	via Lawrence West stn
52_0_WMT3	52 Lawrence West	Westwood Mall	Pearson Airport (Terminal 3)	52 Lawrence Stn	then continues as 52A
53_0_53A	53 Steeles East	Finch Stn	Staines	53A Staines	N/A
53_1_53A	53 Steeles East	Staines	Finch Stn	53 Finch Stn	N/A
53_0_53B	53 Steeles East	Finch Stn	Markham Road	53B Markham Rd	N/A
53_1_53B	53 Steeles East	Markham Road	Finch Stn	53 Finch Stn	N/A
53_0_53Bpm	53 Steeles East	Finch Stn	Markham Road	53B Markham Rd	N/A
53_1_53Bpm	53 Steeles East	Markham Road	Finch Stn	53 Finch Stn	N/A
53_0_53E	53 Steeles East	Finch Stn	Markham Road	53E Markham Rd	Express
53_1_53E	53 Steeles East	Markham Road	Finch Stn	53E Finch Stn	Express
53_0_53Epm	53 Steeles East	Finch Stn	Markham Road	53E Markham Rd	Express
53_1_53Epm	53 Steeles East	Markham Road	Finch Stn	53E Finch Stn	Express
53_0_53F	53 Steeles East	Finch Stn	Staines	53F Staines	Express
53_1_53F	53 Steeles East	Staines	Finch Stn	53F Finch Stn	Express
53_0_53Epm	53 Steeles East	Finch Stn	Markham Road	53E Markham Rd	Express
53_1_53Epm	53 Steeles East	Markham Road	Finch Stn	53E Finch Stn	Express
53_0_53Fpm	53 Steeles East	Finch Stn	Staines	53F Staines	Express
53_1_53Fpm	53 Steeles East	Staines	Finch Stn	53F Finch Stn	Express 
53_1_SYON	53 Steeles East	Steeles/Yonge Loop	Markham Road	53E Markham Rd 	Express
54_0_54A	54 Lawrence East	Eglinton Stn	Starspray Blvd	54A Starspray Blvd	via Lawrence East Stn
54_1_54A	54 Lawrence East	Starspray Blvd	Eglinton Stn	54 Eglinton Stn	via Lawrence East Stn
54_0_54B	54 Lawrence East	Eglinton Stn	Orton Park/Brimorton	54B Orton Park	Before 3pm, clockwise looping/via Lawrence East Stn
54_1_54B	54 Lawrence East	Orton Park/Brimorton	Eglinton Stn	54 Eglinton Stn	Before 3pm, clockwise looping/via Lawrence East Stn
54_0_54Bpm	54 Lawrence East	Eglinton Stn	Scarborough Golf Club Rd/Lawrence 	54B Orton Park	After 3pm, clockwise looping/via Lawrence East Stn
54_1_54Bpm	54 Lawrence East	Scarborough Golf Club Rd/Lawrence 	Eglinton Stn	54 Eglinton Stn	After 3pm, clockwise looping/via Lawrence East Stn
54_0_54E	54 Lawrence East	Lawrence East Stn	Starspray Blvd	54E Starspray Blvd	Express via Rushley Dr/Replace by 954 Lawrence East Express
54_1_54E	54 Lawrence East	Starspray Blvd	Lawrence East Stn	54E Lawrence East Stn	Express via Rushley Dr/Replace by 954 Lawrence East Express
54_0_54Epm	54 Lawrence East	Lawrence East Stn	Starspray Blvd	54E Starspray Blvd	Express bypassing Rushley Dr/Replace by 954 Lawrence East Express
54_1_54Epm	54 Lawrence East	Starspray Blvd	Lawrence East Stn	54E Lawrence East Stn	Express bypassing Rushley Dr/Replace by 954 Lawrence East Express
54_1_OTBR	54 Lawrence East	Orton Park/Lawrence 	Scarborough Golf Club/Lawrence 	54B Orton Park	last trip
54_1_STRH	54 Lawrence East	Starspray Blvd	East Avenue (Rouge Hill GO)	54 Eglinton Stn	N/A
54_1_RH54	54 Lawrence East	East Avenue (Rouge Hill GO)	Eglinton Stn	54 Eglinton Stn	N/A
55_0_55	55 Warren Park	Underwood Ave/Varsity Rd	Jane Stn	55 Jane Stn	N/A
55_1_55	55 Warren Park	Jane Stn	Underwood Ave/Varsity Rd	55 Warren Park	N/A
55_0_VAOL	55 Warren Park	Underwood Ave/Varsity Rd	Humber Hill	55 Warren Park	last trip
56_0_56A	56 Leaside	Eglinton Stn	Donlands Stn	56 Donlands Stn	N/A
56_1_56A	56 Leaside	Donlands Stn	Eglinton Stn	56A Eglinton Stn	N/A
56_0_56B	56 Leaside	Brentcliffe/Eglinton 	Donlands Stn	56 Donlands Stn	N/A
56_1_56B	56 Leaside	Donlands Stn	Brentcliffe/Eglinton 	56B Eglinton 	N/A
57_0_57	57 Midland 	Steeles	Kennedy Stn	57 Kennedy Stn	N/A
57_1_57	57 Midland 	Kennedy Stn	Steeles	57 Steeles	N/A
59_0_59A/Ccon	59 Maple Leaf	Oak St/Weston Rd	Lawrence Stn	59 Lawrence Stn	via Culford and Benton 
59_1_59A/Ccon	59 Maple Leaf	Lawrence Stn	Oak St/Weston Rd	59A Weston Rd	via Benton, Culford and Gary
59_0_59B/Ccon	59 Maple Leaf	Weston Rd	Lawrence Stn	59 Lawrence Stn	via Culford and Benton
59_1_59B/Ccon	59 Maple Leaf	Lawrence Stn	Weston Rd	59B Weston Rd	via Culford, Benton and Church
59_0_59Bch	59 Maple Leaf	Weston Rd	Jane St	59B Weston Rd	Last trip
60_0_60A	60 Steeles West	Pioneer Village Stn	Finch Stn	60 Finch Stn	N/A
60_1_60A	60 Steeles West	Finch Stn	Pioneer Village Stn	60A Pioneer Village Stn	N/A
60_0_60B	60 Steeles West	Martin Grove Road	Finch Stn	60 Finch Stn	via Pioneer Village Stn
60_1_60B	60 Steeles West	Finch Stn	Martin Grove Road	60B Martin Grove	via Pioneer Village Stn
60_0_60D	60 Steeles West	Highway 27	Finch Stn	60 Finch Stn	via Pioneer Village Stn
60_1_60D	60 Steeles West	Finch Stn	Highway 27	60D Highway 27	via Pioneer Village Stn
60_0_60E	60 Steeles West	Pionner Village Stn	Finch Stn	60E Finch Stn	Express/Replace by 960 Steeles West Express
60_1_60E	60 Steeles West	Finch Stn	Pioneer Village Stn	60E Pionner Village Stn	Express/Replace by 960 Steeles West Express
61_0_61	61 Avenue Road North	Bombay Loop	Eglinton Stn	61 Eglinton Stn	N/A
61_1_61	61 Avenue Road North	Eglinton Stn	Bombay Loop	61 Highway 401	N/A
62_0_62	62 Mortimer 	Broadview Stn	Main Street Stn	62 Main Street Stn	N/A
62_1_62	62 Mortimer 	Main Street Stn	Broadview Stn	62 Broadview Stn 	N/A
63_0_63A	63 Ossington 	Eglinton West Stn	Alantic Ave/King St	63 Liberty Village	via Ossington Stn
63_1_63A	63 Ossington 	Alantic Ave/King St	Eglinton West Stn	63A Eglinton West Stn	via Ossington Stn
63_0_63B	63 Ossington 	St Clair Avenue West	Alantic Ave/King St	63 Liberty Village	via Ossington Stn
63_1_63B	63 Ossington	Alantic Ave/King St	St Clair Avenue West	63B St Clair	via Ossington Stn
63_0_63Apm	63 Ossington 	Eglinton West Stn	Alantic Ave/King St	63 Liberty Village	via Ossington Stn
63_1_63Apm	63 Ossington 	Alantic Ave/King St	Eglinton West Stn	63A Eglinton West Stn	via Ossington Stn
63_0_63AamSun	63 Ossington 	Eglinton West Stn	King St/Atlantic Av	63 Liberty Village	bypass Ossington Stn
63_1_63AamSun	63 Ossington 	King St/Atlantic Av	Eglinton West Stn	63A Eglinton West Stn	bypass Ossington Stn
61_1_LBKI	63 Ossington 	King St/Atlantic Av	King St/Shaw St	63S Short Turn	Last Trip before 363
64_0_64	64 Main	Queen Street	Main Street Stn	64 Main Street Stn	N/A
64_1_64	64 Main	Main Street Stn	Queen Street	64 Queen	N/A
65_0_65	65 Parliament	The Esplanade	Castle Frank Stn	65 Castle Frank Stn	N/A
65_1_65	65 Parliament	Castle Frank Stn	The Esplanade	65 Esplanade	N/A
66_0_66A	66 Prince Edward	Humber Loop	Old Mill Stn	66 Old Mill Stn	N/A
66_1_66A	66 Prince Edward	Old Mill Stn	Humber Loop	66A Humber Loop	N/A
66_0_66B	66 Prince Edward	Lake Shore 	Old Mill Stn	66 Old Mill Stn	N/A
66_1_66B	66 Prince Edward	Old Mill Stn	Lake Shore	66B Lake Shore	N/A
67_0_67A	67 Pharmacy 	Penworth Rd/Crossland Dr	Victoria Park Stn	67 Victoria Park Stn	N/A
67_1_67A	67 Pharmacy 	Victoria Park Stn	Penworth Rd/Crossland Dr	67A Ellesmere 	N/A
67_0_67B	67 Pharmacy	Craigton Dr/Rannock St	Victoria Park Stn	67 Victoria Park Stn	N/A
67_1_67B	67 Pharmacy	Victoria Park Stn	Craigton Dr/Rannock St	67B Eglinton	N/A
67_1_DA67	67 Pharmacy 	Danforth/Victoria Park	Penworth Rd/Crossland Dr	67 Ellesmere 	bypass Victoria Park Stn
68_0_68A	68 Warden	Steeles/Warden Loop	Warden Stn	68 Warden Stn	N/A
68_1_68A	68 Warden	Warden Stn	Steeles/Warden Loop	68A Steeles	N/A
68_0_68B	68 Warden	Angus Glen Community Centre	Warden Stn	68 Warden Stn	N/A
68_1_68B	68 Warden	Warden Stn	Angus Glen Community Centre	68B Major Mackenzie	Extra Fare Required North of Steeles
68_0_68Adaly	68 Warden	Steeles/Warden Loop	Danforth Rd	68 Danforth?	N/A
68_1_68Adaly	68 Warden	Danforth Rd	Steeles/Warden Loop	68A Steeles	N/A
68_1_wd68B	68 Warden	Danforth Rd	Angus Glen Community Centre	68B Major Mackenzie	bypass Warden Stn
69_0_69A	69 Warden South	Kingston Road	Warden Stn	69A Warden Stn	N/A
69_1_69A	69 Warden South	Warden Stn	Kingston Road	69A Kingston Road	via Warden
69_0_69b	69 Warden South	Warden Stn	Kingston Road	69B Kingston Road	via Birchmount
69_1_69b	69 Warden South	Kingston Road	Warden Stn	69B Warden Stn	N/A
69_1_KRWD	69 Warden South	Kingston Road	Warden/Danforth 	69S Danforth	N/A
70_0_70A	70 O'Connor	Craigton/Pharmacy 	Coxwell Stn	70 Coxwell Stn	N/A
70_1_70A	70 O'Connor	Coxwell Stn	Craigton/Pharmacy 	70A Eglinton 	N/A
70_0_70B	70 O'Connor	Victoria Park/Oconnor Drive	Coxwell Stn	70 Coxwell Stn	N/A
70_1_70B	70 O'Connor	Coxwell Stn	Victoria Park/Oconnor Drive	70B Victoria Park	N/A
70_0_70C	70 O'Connor	Warden Stn	Coxwell Stn	70C Coxwell Stn	N/A
70_1_70C	70 O'Connor	Coxwell Stn	Warden Stn	70 Warden Stn	N/A
71_0_71A	71 Runnymede	Gunns Loop	Runnymede Stn	71 Runnymede Stn	N/A
71_1_71A	71 Runnymede	Runnymede Stn	Gunns Loop	71A Gunns Loop	N/A
71_0_71B	71 Runnymede	Mount Dennis Garage	Runnymede Stn	71 Runnymede Stn	N/A
71_1_71B	71 Runnymede	Runnymede Stn	Mount Dennis Garage	71B Industry St	N/A
72_0_72A	72 Pape 	Pape Stn	Eastern	72A Eastern	N/A
72_1_72A	72 Pape	Eastern	Pape Stn	72 Pape Stn	via Queen's Quay and Commissioners
72_0_72B	72 Pape	Pape Stn	Front St (Union Stn) 	72B Union Stn	via Commissioners and Queen's Quay
72_1_72B	72 Pape	Front St (Union Stn) 	Pape Stn	72 Pape Stn	N/A
72_0_72C	72 Pape	Comissioners	Pape Stn	72 Pape Stn	N/A
72_1_72C	72 Pape 	Pape Stn	Commissioners	72C Comissioners	N/A
72_0_72B_pk	72 Pape	Pape Stn	Commissioners / Cherry St	72B Commissioners	N/A
73_0_73B	73 Royal York South	Eglinton & La Rose	Royal York Stn	73 Royal York Stn	N/A
73_1_73B	73 Royal York South	Royal York Stn	Eglinton & La Rose	73B Eglinton and La Rose	N/A
73_0_73Cp	73 Royal York South	Claireport Crescent	Royal York Stn	73 Royal York Stn	N/A
73_1_73Cp	73 Royal York South	Royal York Stn	Claireport Crescent	73C Claireport	via Albion Road
73_0_73D	73 Royal York South	Knob Hill & Oak	Royal York Stn	73 Royal York Stn	N/A
73_1_73D	73 Royal York South 	Royal York Stn	Knob Hill & Oak	73D Knob Hill and Oak	N/A
74_0_74	74 Mount Pleasant	Doncliffe	St Clair Stn	74A St Clair Stn	N/A
74_1_74	74 Mount Pleasant 	St Clair Stn	Doncliffe	74A Doncliffe	N/A
75_0_75	75 Sherbourne 	South Drive	Queen's Quay	75 Queen's Quay	N/A
75_1_75	75 Sherbourne	Queen's Quay	South Drive	75 South Drive	N/A
75_0_75A	75 Sherbourne	South Drive and Summerhill	Queen's Quay	75A Queen's Quay	N/A
75_1_75A	75 Sherbourne	Queen's Quay	South Drive and Summerhill	75A South Dr/Summerhill	N/A
75_0_bl75	75 Sherbourne 	Bloor/Sherbourne 	Lower Jarvis/Queens Quay	75 Queen's Quay	N/A
76_0_76A	76 Royal York	Bloor/Royal York Rd	Lake Shore/Mimico	76A Lake Shore	N/A
76_1_76A	76 Royal York	Lake Shore/Mimico	Bloor/Royal York Rd	76 Royal York Stn	N/A
76_0_76B	76 Royal York	Bloor/Royal York Rd	Royal York/Portland	76B Queensway and Grande Avenue	N/A
76_1_76B	76 Royal York	Royal York/Portland	Bloor/Royal York Rd	76 Royal York Stn	N/A
76_0_76C	76 Royal York	Bloor/Royal York Rd	Queensway	76C Queensway	N/A
76_1_76C	76 Royal York 	Queensway	Bloor/Royal York Rd	76 Royal York Stn	N/A
76_0_76D	76 Royal York 	Bloor/Royal York Rd	Evans Avenue	76D Evans	N/A
76_1_76D	76 Royal York	Evans Avenue	Bloor/Royal York Rd	76 Royal York Stn	N/A
77_0_77	77 Swansea	Queensway	Runnymede Stn	77 Runnymede Stn	N/A
77_1_77	77 Swansea	Runnymede Stn	Queensway	77 Queensway	N/A
77_1_77RB	77 Swansea	Queensway	Bloor St/Runnymede 	77S Bloor St	Last Trip before 300
78_0_78	78 St. Andrews	York Mills Stn	Fifeshire Rd (Bayview) 	78 Bayview	N/A
78_1_78	78 St. Andrews	Fifeshire Rd (Bayview) 	York Mills Stn 	78 York Mills	N/A
79_0_79A	79 Scarlett Rd	Pine St/Lawrence 	Runnymede Stn	79 Runnymede Stn	via Foxwell/Pritchard
79_1_79A	79 Scarlett Rd	Runnymede Station 	Pine St/Lawrence 	79A Lawrence & Jane	via Pritchard/Foxwell
79_0_79B	79 Scarlett Rd	Pine St/Lawrence 	Runnymede Stn	79 Runnymede Stn	via St Clair
79_1_79B	79 Scarlett Rd	Runnymede Stn 	Pine St/Lawrence 	79B Lawrence & Jane	via St Clair
79_0_PILW	79 Scarlett Rd	Pine St/Lawrence Ave West	Lawrence Ave East/Jane	79 Short Turn	Last Trip?
80_0_80A	80 Queensway	Sherway	Keele Stn	80 Keele Stn	via Parkside Dr
80_1_80A	80 Queensway	Keele Stn	Sherway	80A Sherway	N/A
80_0_80B	80 Queensway	Humber Loop	Keele Stn	80 Keele Stn	N/A
80_1_80B	80 Queensway	Keele Stn	Humber Loop	80B Humber Loop	N/A
81_0_81	81 Thorncliffe Park	Thorncliffe	Pape Stn	81 Pape Stn	N/A
81_1_81	81 Thorncliffe Park	Pape Stn	Thorncliffe	81 Thorncliffe	N/A
81_0_81*	81 Thorncliffe Park	Thorncliffe	Pape Stn	81 Pape Stn	N/A
81_1_81*	81 Thorncliffe Park	Pape Stn	Thorncliffe	81 Thorncliffe	N/A
81_0_DSTH	81 Thorncliffe Park	65 Thorncliffe Park	Overlea/Thorncliffe Park	81 Thorncliffe 	N/A
81_1_THDS	81 Thorncliffe Park	Overlea/Thorncliffe Blvd	65 Thorncliffe Park	81 Thorncliffe Park	N/A
82_0_82	82 Rosedale 	Summerhill/Maclennan	Rosedale Stn	82 Rosedale Stn 	N/A
82_1_82	82 Rosedale 	Rosedale Stn	Summerhill/Maclennan	82 Summerhill	N/A
83_0_83	83 Jones	Commissioners	Donlands Stn	83 Donlands Stn	N/A
83_1_83	83 Jones	Donlands Stn	Commissioners	83 Commissioners	N/A
84_0_84A	84 Sheppard West	Weston Road	Sheppard-Yonge Stn	84 Sheppard-Yonge Stn	via Sheppard West Stn
84_1_84A	84 Sheppard West	Sheppard-Yonge Stn	Weston Road	84A Weston Rd	via Sheppard West Stn
84_0_84C	84 Sheppard West 	Steeles	Sheppard-Yonge Stn	84 Sheppard-Yonge Stn	via Arrow Rd
84_1_84C	84 Sheppard West	Sheppard-Yonge Stn	Steeles 	84C Steeles	via Arrow Rd
84_0_84Ca	84 Sheppard West	Steeles 	Sheppard-Yonge Stn	84 Sheppard-Yonge Stn	N/A
84_1_84Ca	84 Sheppard West	Sheppard-Yonge Stn	Steeles	84C Steeles	N/A
84_0_84D	84 Sheppard West	Pionner Village Stn	Sheppard-Yonge Stn	84D Sheppard-Yonge Stn	via Oakdale
84_1_84D	84 Sheppard West	Sheppard-Yonge Stn	Pionner Village Stn	84D Pionner Village Stn	via Oakdale
84_0_84E	84 Sheppard West	Sheppard West Stn	Sheppard-Yonge Stn	84E Sheppard-Yonge Stn	Express/Replace by 984 Sheppard West Express
84_1_84E	84 Sheppard West	Sheppard-Yonge Stn	Sheppard West Stn	84E Sheppard West Stn	Express/Replace by 984 Sheppard West Express
84_1_FASR	84 Sheppard West	Finch Av/Signet Dr	Rossdean/Steeles	84 Sheppard-Yonge Stn	N/A
84_0_WERI	84 Sheppard West 	Bradstock Rd/Weston Rd	Sheppard Ave West/Abraham Welsh Rd	84 Short Turn	Last Trip? 
84_0_sa84	84 Sheppard West 	Sheppard Ave West/Arrow Rd	Sheppard-Yonge Stn	84 Sheppard-Yonge Stn	N/A
84_1_84sa	84 Sheppard West	Sheppard-Yonge Stn	Sheppard Ave West/Arrow Rd	84S Sheppard	N/A
84_0_ba84	84 Sheppard West	St Basil The Great College School 	Sheppard-Yonge Stn	84 Sheppard-Yonge Stn	School Trip
84_1_SRFE	84 Sheppard West	Rossdean Dr/Steeles 	24 Fenmar Drive 	84S Short Turn	Last Trip? 
85_0_85A	85 Sheppard East	Don Mills Stn	Rouge Hill GO Stn	85A Rouge Hill Go Stn	N/A
85_0_85B	85 Sheppard East	Don Mills Stn	Toronto Zoo	85B Toronto Zoo	N/A
85_0_85C	85 Sheppard East	Don Mills Stn	Meadowvale Loop	85 Meadowvale	N/A
85_0_85D	85 Sheppard East	Don Mills Stn	Rouge Hill GO Stn	85D Rouge Hill GO Stn	via Toronto Zoo
85_0_85F	85 Sheppard East	Don Mills Stn	Toronto Zoo	85F Toronto Zoo	N/A
85_0_85Gd	85 Sheppard East	Sheppard-Yonge Stn	Meadowvale Loop	85 Meadowvale	bypasses Don Mills Stn
85_0_85H	85 Sheppard East	Sheppard-Yonge Stn	Rouge Hill GO Stn	85A Rouge Hill GO Stn	via Don Mills Stn and Toronto Zoo
85_0_85J	85 Sheppard East	Sheppard-Yonge Stn	Don Mills Stn	85A Don Mills Stn	Does not connect with Route 85A Sheppard East to Rouge Hill GO Stn
85_1_sld85	85 Sheppard East	Meadowvale Loop	Sheppard Yonge Stn	85 Sheppard-Yonge Stn	bypasses Don Mills Stn
85_1_85J	85 Sheppard East	Don Mills Stn	Sheppard-Yonge Stn	85 Sheppard-Yonge Stn	N/A
85_1_85A	85 Sheppard East	Rouge Hill Go Stn	Don Mills Stn	85A Don Mills Stn	Does not connect with Route 85 Sheppard East to Sheppard-Yonge Stn
85_1_85B	85 Sheppard East	Toronto Zoo	Don Mills Stn	85A Don Mills Stn	N/A
85_1_85C	85 Sheppard East	Meadowvale Loop	Don Mills Stn	85A Don Mills Stn	N/A
85_1_85D	85 Sheppard East	Rouge Hill Go Stn	Don Mills Stn	85D Don Mills Stn	via Toronto Zoo
85_1_85F	85 Sheppard East	Toronto Zoo	Don Mills Stn	85F Don Mills Stn	N/A
86_0_86A	86 Scarborough 	Kennedy Stn	Toronto Zoo	86A Toronto Zoo	N/A
86_1_86A	86 Scarborough 	Toronto Zoo	Kennedy Stn	86 Kennedy Stn	N/A
86_0_86B	86 Scarborough 	Kennedy Stn	Highland Creek	86B Highland Creek	N/A
86_1_86B	86 Scarborough 	Highland Creek	Kennedy Stn	86 Kennedy Stn	N/A
86_0_86C	86 Scarborough 	Kennedy Stn	Meadowvale/Sheppard	86C Sheppard	N/A
